"var","category_en","category_short_en","question_short_en","question_en","category_es","category_short_es","question_short_es","question_es","aut_idx","ca_idx","crit_idx","fear_idx","transp_idx","trust_idx","weahlt_idx","common","label.lapop.2004.GTM","levels.lapop.2004.GTM","label.lapop.2004.HND","levels.lapop.2004.HND","label.lapop.2004.SLV","levels.lapop.2004.SLV","label.lapop.2006.GTM","levels.lapop.2006.GTM","label.lapop.2006.HND","levels.lapop.2006.HND","label.lapop.2006.SLV","levels.lapop.2006.SLV","label.lapop.2008.GTM","levels.lapop.2008.GTM","label.lapop.2008.HND","levels.lapop.2008.HND","label.lapop.2008.SLV","levels.lapop.2008.SLV","label.lapop.2010.GTM","levels.lapop.2010.GTM","label.lapop.2010.HND","levels.lapop.2010.HND","label.lapop.2010.SLV","levels.lapop.2010.SLV","label.lapop.2012.GTM","levels.lapop.2012.GTM","label.lapop.2012.HND","levels.lapop.2012.HND","label.lapop.2012.SLV","levels.lapop.2012.SLV","label.lapop.2014.GTM","levels.lapop.2014.GTM","label.lapop.2014.HND","levels.lapop.2014.HND","label.lapop.2014.SLV","levels.lapop.2014.SLV","label.lapop.2016.GTM","levels.lapop.2016.GTM","label.lapop.2016.HND","levels.lapop.2016.HND","label.lapop.2016.SLV","levels.lapop.2016.SLV","label.lapop.2018.HND","levels.lapop.2018.HND","label.lapop.2018.SLV","levels.lapop.2018.SLV","label.lapop.2019.GTM","levels.lapop.2019.GTM"
"mil11a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuando usted piensa en las relaciones de nuestro país con China, ¿diría que en l",3,"Cuando usted piensa en las relaciones de nuestro país con China, ¿diría que en l",3,"China",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mil11b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y la relación de nuestro país con Rusia, ¿diría que en los últimos 5 años se ha",3,"Y la relación de nuestro país con Rusia, ¿diría que en los últimos 5 años se ha",3,"Y la relación de nuestro país con Rusia, ¿diría que en los últimos 5 años nuestr",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mil11c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y la relación de nuestro país con Irán, ¿diría que en los últimos 5 años se ha h",3,"Y la relación de nuestro país con Irán, ¿diría que en los últimos 5 años se ha h",3,"Y con Irán ¿diría que en los últimos 5 años nuestra relación se ha hecho más cer",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mil11d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y la relación de nuestro país con Israel, ¿diría que en los últimos 5 años se ha",3,"Y la relación de nuestro país con Israel, ¿diría que en los últimos 5 años se ha",3,"Con Israel, ¿diría que en los últimos 5 años nuestra relación se ha hecho más ce",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mil11e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y la relación de nuestro país con Estados Unidos, ¿diría que en los últimos 5 añ",3,"Y la relación de nuestro país con Estados Unidos, ¿diría que en los últimos 5 añ",3,"Finalmente, con Estados Unidos ¿diría que en los últimos 5 años nuestra relación",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cct1new",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pasando a otro tema... ¿Usted o alguien en su casa recibe ayuda mensual en diner",2,"Pasando a otro tema... ¿Usted o alguien en su casa recibe ayuda mensual en diner",2,"¿Usted o alguien en su casa recibe ayuda mensual en dinero o en productos por pa",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ed2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Y hasta qué nivel educativo llegó su madre? [NO LEER OPCIONES]",8,"¿Y hasta qué nivel educativo llegó su madre? [NO LEER OPCIONES]",7,"¿Y hasta qué nivel educativo llegó su madre?",8,"Nivel educativo de la madre",9,"Nivel educativo de la madre",9,"Nivel educativo de la madre",9,"Education Level of Mother",9,"Education Level of Mother",8,"Education Level of Mother",9,NA,NA,NA,NA,NA,NA
"mov1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Usted se describiría a sí misma como perteneciente a la clase...? [LEER OPCIONE",5,"¿Usted se describiría a sí misma como perteneciente a la clase...? [LEER OPCIONE",5,"¿Usted se describiría a sí mismo como perteneciente a la clase",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Self-Identified Class Membership",5,NA,NA,NA,NA,NA,NA
"q2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Día",31,"Día",31," Día",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"q2m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mes",12,"Mes",12,"Mes",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"q2y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Año",68,"Año",73,"año",73,"Año de nacimiento",69,"Año de nacimiento",68,"Año de nacimiento",70,NA,NA,"Year of Birth",68,"Year of Birth",71,NA,NA,NA,NA,NA,NA
"mil8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Usted o su pareja o algún hijo suyo actualmente está en servicio en el Ejército",3,"¿Usted o su pareja o algún hijo suyo actualmente está en servicio en las Fuerzas",3,"¿Usted o su pareja o algún hijo suyo actualmente está en servicio en las Fuerzas",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"q10g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingreso personal",17,"Ingreso personal",17,"Ingreso personal",17,"Ingreso mensual personal",17,"Ingreso mensual personal",17,"Ingreso mensual personal",17,"Personal Monthly Income",17,"Personal Monthly Income",17,"Personal Monthly Income",17,NA,NA,NA,NA,NA,NA
"guaq10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Tiene usted familiares cercanos que vivían en el exterior y ahora estén residie",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fs1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ahora le voy a hacer unas preguntas relacionadas con la alimentación. En los últ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fs3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En los últimos 3 meses, por falta de dinero u otros recursos, alguna vez ¿en su",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gen10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pensando solo en usted y su pareja y en los salarios que ganan, ¿cuál de las sig",6,"Pensando solo en usted y su pareja y en los salarios que ganan, ¿cuál de las sig",6,"Pensando solo en usted y su pareja y en los salarios que ganan, ¿cuál de las sig",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"q12b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hijos",9,"Hijos",7,"¿Cuántos hijos menores de 13 años viven en este hogar?",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Está conectada a la red de saneamiento/desagüe/drenaje?",2,"¿Está conectada a la red de saneamiento/desagüe/drenaje?",2,"¿Está conectada a la red de saneamiento/desagüe/drenaje?",2,"Casa conectada a la red de desagüe cloacal",2,"Casa conectada a la red de desagüe cloacal",2,"Casa conectada a la red de desagüe cloacal",2,"Home Connected to Sewage System",2,"Home Connected to Sewage System",2,NA,NA,NA,NA,NA,NA,NA,NA
"result",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Resultado del último intento]",4,"[Resultado del último intento]",2,"[Resultado del último intento]",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"guadistrito1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lugar poblado",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quota1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hombre 18-29",1,"Hombre 18-29",1,"Hombre 18-29",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quota2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hombre 30-44",1,"Hombre 30-44",1,"Hombre 30-45",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quota3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hombre 45+",1,"Hombre 45+",1,"Hombre 46+",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quota4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mujer 18-29",1,"Mujer 18-29",1,"Mujer 18-29",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quota5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mujer 30-44",1,"Mujer 30-44",1,"Mujer 30-45",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quota6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mujer 45+",1,"Mujer 45+",1,"Mujer 46+",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"odd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Questionario impar (versus par)",2,"Questionario impar (versus par)",2,"Questionario impar (versus par)",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oldupm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidad primaria de muestreo",105,"NULL",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"honciudacase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(`La Ceiba` = 10101001, `La Cooperativa` = 10101021, `El Porvenir` = 10201001, `Col. Alemán Bendeck` = 10201004, `Col. 13 De Abril` = 10201006, `La Curva` = 10210013, Tela = 10701001, `Mezapa O Santa Rosa Del Norte` = 10750001, Paujiles = 10757001, Arizona = 10801001, `Atenas De San Cristóbal O Km. 1` = 10803001, `Colonia Río Plátano` = 10805001, Mezapita = 10819001, Sonaguera = 20801001, `Col.21 De Noviembre O Traviata` = 20808001, `Las Vegas` = 20816004, `Los Carrioles` = 20830001, Tocoa = 20901001, 
`El Guapinol` = 20906001, `Quebrada De Arena` = 20915001, `El Barro` = 20917006, Comayagua = 30101001, `Ladrillera Concepción Del Sur` = 30101014, `La Lima` = 30134009, `El Rosario` = 30301001, Solórzano = 30304016, `Plan Grande` = 30306008, `San José De Las Pavas` = 30311012, `San Jerónimo` = 31301001, Jamalteca = 31305001, `Las Arenas` = 31308001, `Pueblo Nuevo` = 31312016, Siguatepeque = 31801001, `El Pacayal` = 31808001, `Santa Rosa De Copán` = 40101001, `Campamento El Triunfo` = 40101002, 
`El Higuito` = 40108002, Quezailica = 40120001, `El Paraiso` = 40901001, `La Pajuila` = 40901004, `El Rosario` = 40906005, `El Pinal` = 40911007, `Las Flores` = 40916001, `Rio Lindo` = 40922001, `La Pita` = 40925004, `La Entrada` = 41301001, Chalmeca = 41304001, `San Jose` = 41701001, `El Porvenir` = 41703001, Vivistorio = 41706001, `San Pedro Sula` = 50101001, Cofradía = 50108001, `Hacienda Los Patos` = 50108049, Choloma = 50201001, `El Higuero` = 50207001, `Grupo Alianza Del Norte` = 50234016, 
Potrerillos = 50501001, `Hacienda Valdespín` = 50505004, `Puerto Cortés` = 50601001, `Puente De Piedra` = 50612012, Travesía = 50638001, Cañaveral = 50802001, `Col 1Ro De Noviembre` = 50807029, `San Manuel` = 50901001, `Col. Quince De Septiembre` = 50905002, `Col. Pineda No.2` = 50905004, `Col. El Nuevo Plan` = 50907025, `Santa Cruz De Yojoa` = 51001001, `Buenos Aires` = 51026002, Villanueva = 51101001, `Campo Dos Caminos` = 51104001, `Lotificación Los Angeles` = 51107005, `Los Mejia` = 51116022, 
`La Lima` = 51201001, `Campo Santa Rosa` = 51204006, Choluteca = 60101001, `Col. Inmaculada Consepción` = 60101048, `Las Pilas` = 60109008, `El Aguacate` = 60123003, Duyure = 60401001, `Quebrada De Enmedio` = 60401014, Liraqui = 60405001, `Buenos Aires` = 60406002, Pespire = 61101001, `El Carrizo` = 61102009, `La Lucía` = 61104014, `El Saladito` = 61106006, `Los Lopez` = 61109018, `Paso Jocoro` = 61111009, Yuscarán = 70101001, `La Sequia De Agua` = 70104009, `La Vertiente` = 70110010, `Ojo De Agua` = 70117001, 
Danli = 70301001, `Santa Rosa No.2` = 70305025, `Hacienda Los Dolores` = 70319022, `Las Acacias` = 70333023, Teupasenti = 71501001, `El Pastoreo` = 71501002, `El Pantano` = 71505012, `El Rodeo` = 71514001, `Las Flores` = 71526001, `El Copantillo` = 71539005, `Distrito Central` = 80101001, `San Antonio De La Leche` = 80104007, `El Porvenir` = 80501001, `El Rodeo De Pacaya` = 80501018, `El Guantillo` = 80504001, `El Limonal O Limones` = 80505002, `San Ignacio` = 81901001, `San Miguel De Barrosa` = 81905001, 
`Brus Laguna` = 90201001, Karabila = 90202004, `Buenos Aires` = 90204006, Rabit = 90212020, Intibucá = 100601001, `El Duraznito` = 100606002, Pinares = 100611004, `José Santos Guardiola` = 110301001, `New Port Royal` = 110301010, `Jonesville Point` = 110304001, Cañaveral = 110307006, `La Paz` = 120101001, Gramalito = 120101006, Yarumela = 120109001, Candelaria = 130301001, `Las Peñitas` = 130301015, `Las Cañadas` = 130303011, `San Lorenzo` = 130305001, `San Juan Guarita` = 131801001, `El Rodeo` = 131802001, 
`Las Veguitas` = 131803004, `Roblar Tupido` = 131805005, Fraternidad = 140501001, `Quebrada De Agua` = 140501012, `Las Cruces` = 140502001, `Río Hondo` = 140504010, Catacamas = 150301001, `Santa María De Río Blanco` = 150306048, `Tambor Arriba` = 150306060, `El Coyol` = 151103001, `La Vega` = 151107006, `El Ocotillal` = 151110014, `Santa Cruz De Guayape` = 151112001, Arada = 160201001, `Buenos Aires` = 160203012, `El Palmo` = 160207001, `El Zapote` = 161102002, `El Encanto` = 161106004, `San José De Oriente` = 161110001, 
`San Vicente De Las Nieves` = 161112001, Quimistán = 161701001, Correderos = 161706001, `La Pita No. 1` = 161706012, `Las Crucitas` = 161718001, `Vegas De Cuyamel` = 161724003, Pinalejo = 161725001, `Santa Cruz Minas` = 161731001, `San Pedro Zacapa` = 162301001, Azacualpa = 162303001, `El Zapotal` = 162305004, Horconcitos = 162307001, Nacaome = 170101001, `La Brea` = 170102008, `El Tular` = 170105001, `Zuniga Abajo` = 170107038, Caridad = 170501001, `El Espino` = 170503003, `La Garita` = 170504009, 
Yoro = 180101001, `Sabana De Afuera` = 180106041, `El Chorizo O La Bomba` = 180112022, `El Musiquito` = 180118009, `El Negrito` = 180301001, `Finca Treinta Y Seis` = 180315001, Toyos = 180326001, `Colonia Nueva San Antonio` = 180327013, `El Progreso` = 180401001, `Agua Blanca Sur` = 180403001, `Brisas Del Sur O Cachitales` = 180403002, `El Bordo De La Compuerta` = 180454006, Morazán = 180601001, Cataguana = 180601002, `El Filón Del Porvenir` = 180608001, Mojimán = 180615001, Olanchito = 180701001, 
`Buenos Aires # 1` = 180716004, `Las Hicoteas` = 180746001, `Nombre de Jesús` = 180752001, DK = NA, NR = NA, `N/A` = NA)",189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"honbarrio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barrio",282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nombar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nombre del barrio",274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"honmuni31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Y quién debería ser el responsable de proveer (dar) educación para la gente de",2,NA,NA,NA,NA,"Gobierno Central o municipal deben proveer educación",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"honcp22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Reuniones de grupos de seguridad? Asiste...",4,NA,NA,NA,NA,"Asistencia a reuniones de grupos de seguridad",4,NA,NA,NA,NA,"Attendance at Meetings of Security Groups",4,NA,NA,NA,NA,NA,NA,NA,NA
"n16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y ahora hablando de su municipalidad, ¿hasta qué punto diría que el gobierno mun",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"honvb11a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿En los últimos doce meses, contribuyó usted con su firma para la inscripción de",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"seg3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comparando la situación actual de esta comunidad con la de hace 12 meses, ¿cree",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"prob1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿Cuál cree que es el problema más importante que afecta actualmente a los jóvene",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soco1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La primera frase dice... cuando hay un problema en {NOMBAR}, los vecinos suelen",4,"La primera frase dice…cuando hay un problema en este barrio, los vecinos suelen",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soco3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La gente de {NOMBAR} está dispuesta a ayudar a sus vecinos. ¿Usted diría que est",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soco9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los vecinos de {NOMBAR} están organizados para prevenir la delincuencia y la vio",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"honhe1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"¿En los últimos 12 meses, necesitó algún tipo de atención médica para usted o pa",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"honhe2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La última vez que esto ocurrió ¿usted o sus familiares buscaron atención médica?",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
